,eid,phrases,pred,text,rouge_1,rouge_2,rouge_l,greedy,beam
91,4-ErDo1ggAg0DWrVwPa-IQ,"summarize: very friendly staff,awesome Dr,well glasses,great deals,very nice Everyone,best glasses,very helpful staff,welcoming place,super friendly prescription,state of the art vision services,top notch care,always been efficient and friendly staff,excellent customer service",this place is awesome! the staff is very friendly and helpful. the staff are very friendly & helpful. they are always willing to answer any questions and make sure you are taken care of. they are very helpful and willing to help you with any questions you may have. the staff here is always very nice and helpful. they," Dr Wong is very professional and extremely nice!  I wasn't sure what to expect at first, but I was left pleasantly surprised.  I got amazing advice and I enjoyed my eye exams.  I recommend going to Dr. Wong for any needs involving your eyes! ",0.17475728155339804,0.0198019801980198,0.13592233009708735,I have been coming here for a few years now. The staff is very friendly and the Dr is awesome. She is very knowledgeable and makes sure you are comfortable. She has a great sense of humor and is very patient with you. She always makes sure that you are happy with your results. She also,I've been coming here for a few years now. The staff is very friendly and the Dr is awesome. He's very knowledgeable and makes sure you get the best glasses for your eyes. I'm always greeted with a smile when I walk in the door. Everyone is very nice
92,0p0PqX7Zsm_0lvXzEWpwWA,"summarize: FREE BOOKS,Huge double storey space,large public areas,free Library cards,bright library,amazing services,helpful staff,Fairly good selection,not library,love checkout,favorite place,modern building,vast windows,crazy geometrically shaped architecture,always friendly and staff",i love this place! the staff is friendly and helpful. they have a huge selection of books and accessories. they have an amazing array of books to choose from. the space is always clean and well maintained. the only thing that i have to say is that it can be difficult to find in the middle of the day," This is a great library to visit the next time you're in the market for some entertainment. They have a fantastic collection of books and DVD's. Checking out a book or DVD is easy with their new self serve kiosks. It is also a great place to visit if you are just looking for a place to relax and unwind, there are a lot of great spots around the library to sit and read. ",0.34074074074074073,0.07518796992481204,0.2074074074074074,I love this place. I've been coming here for years. I love the fact that they have a drive thru. They have TONS of machines and a lot of machines. They also have ice cream and iced tea. They even have shaved ice. They,"I've been coming here for a few years now. I love the fact that they have free wi - fi. I'm a fan of the free Wi - Fi. It's a bit of a drive for me, but it's worth it. They have "
93,0XoTT540HMB_5q4Exj8yGA,"summarize: best brunch experience,poolside seating,elegant setting,friendly staff,professional service,quiet hotel,great places restaurants,available Pool side seating,great place,impeccable staff,very clean suite,very comfortable bed,recommend hotel,delightful stay,top shelf services",this is one of the best breakfast places i've ever been to. the rooms are very clean and the staff is very friendly and professional. the rooms were beautifully decorated and the service was top notch. the staff was professional and the room was very clean. i would definitely recommend this hotel to anyone who is looking for a," This hotel is truly a great place to stay. If you're looking for a place to stay in Las Vegas this is the spot. They have service that is always very attentive and accommodating to any needs that you need. Everything is handled in the most professional way possible and it truly is a luxury experience. The price is a bit high, but overall it's worth it if you want to have the best resort experience in Las Vegas. ",0.28368794326241137,0.05755395683453238,0.18439716312056734,This is the best brunch experience I've ever had. The staff is friendly and the setting is a little more intimate than the other places. The service is also professional and friendly. The hotel is located in the heart of downtown. The lobby is surrounded by a lot of great places to sit and,"This is the best brunch experience I've had in a long time. It's a bit of a drive for me, but it's worth it. The staff is friendly, the food isn't bad, and they have a lot of options for vegetarians and vegans"
94,2tC8oReqFUT0_uVQ3kHePA,"summarize: very fresh food,Great food,free cookies,varied favors,friendly staff,Outstanding food,decent price,squeaky clean dining area,best tacos,love location,less than superb staff,better staff,amazing spicy avocado salsa,impressed service,reasonable prices",this is one of the best mexican food in the area. the staff is friendly and the service is top notch. the food is outstanding and the prices are very reasonable. i love the spicy tuna tacos and the salsa is better than any of the places i've been to. the staff has always been extremely helpful and the," I really like this place.  its a great way to get some healthy mexican style food at a good price.  The have tons of fresh veggies that go into your taco or burrito, so you don't feel guilty.  The salsa is amazing!  Its definitely a place for vegetarians and meat lovers alike! ",0.1946902654867257,0.036036036036036036,0.1415929203539823,"I've been here twice and both times the food was very fresh and delicious. Great food, free cookies and a nice selection of food. The staff is friendly and helpful. I'm not a fan of the burgers, but the fried chicken and the grilled chicken are the best",The food here is very fresh and delicious. Great food for the price. The staff is friendly and helpful. They have a rewards program where you get a free cookie and a stamp card. They also give you a discount on your next visit. I love the fact that they give you free samples
95,59OgPGGzKFYqwSG_U06kuA,"summarize: Very good tofu soup,Great korean food,Authentic Korean,delicious Sides,delicious Everything,recommend spicy tofu soup,excellent Kimchi,delicious Bulgogi,generous Galbi and,comparable Price,variety of banchan,Great place,busy place,alright side dishes",this is a great place to go with friends and family. the food is delicious and the servings are very generous. we had the pork belly and it was delicious. the pork dumplings were delicious and everything was delicious. i would recommend this place to anyone looking for great korean food at a good price!," If you want some delectable Korean food, then definitely come here!  The tofu soup is packed with flavor!  There is something here for everyone.  The ribs are simply amazing!  They are tasty and will definitely fill you up! ",0.19354838709677416,0.021978021978021976,0.10752688172043012,"Very good tofu soup. Great korean food. I'm not a fan of the korma sauce, but it's a good choice. I had the kimchi fried rice and the fried chicken. Everything was delicious. The kimchee was","Very good tofu soup. Great korean food. I'm not a fan of the kimchi fried rice, but it's a good choice. I also like that they have a variety of sauces and sauces to choose from. They also have kim"
96,4M09MJwxRx8utAgEntFVrQ,"summarize: mediocre food,horrendous service,40 mins food,ridiculous wait,very basic menu items,One hour wait,uber loud music,Simple bar,simple menu,recommend salmon sliders,packed bar area,messed up drink order,never checked on us waitress,lackluster service,good apps",i have been here a few times and have never had a bad experience. the service is slow and the food is mediocre at best. the menu is simple and the drink menu is very simple but the food and drinks are good. i would recommend the fish and chips and the wait for the table is ridiculous. the, The staff here are slow and at times ignore the customers. The food and drinks are nothing to write home about and are pretty over priced. The wait times are long for meals and the food is often over cooked or even stale. It even takes a ridiculous amount of time to get drink refills. ,0.3859649122807017,0.14285714285714285,0.2807017543859649,"I'm not a fan of the food, but I've been to this location a few times. The food is mediocre at best. The service is horrendous. The wait is ridiculous. The menu items are very basic. The burgers aren't that great.",The food was mediocre at best. The service was horrendous. We waited 40 mins for our food to come out. The wait was ridiculous. We had to wait another 20 mins to get our food. Then another 15 mins after we ordered our food was brought out. We
97,0G1y7uV7w1D2uziS4Lt_Dw,"summarize: great service,always fresh food,delicious chicken enchiladas,very friendly and welcoming staff,very good seating,recommend restaurant,great spot,abrupt server,simple tortilla,no sauce beef burrito,decent shrimp dish,Authentic Mexican,only edible enchilada,very sad fajita meal,crappy food",this is a great spot for authentic mexican food. the food is very good and the service is always great. the staff is very welcoming and the food comes out very fast. the chips and salsa are always fresh and the salsa is delicious. i highly recommend this to anyone looking for authentic mexican., If you're in the mood for some authentic Mexican food this is one of the best places to go in Vegas. They have been around for over thirty years and continue to make fantastic fresh Mexican food. The service here is also very friendly and attentive. Their salsas are all made fresh in house and are some of the best in town as well. I highly recommend checking out this place! ,0.4126984126984127,0.1129032258064516,0.2857142857142857,I've been coming here for years. The service is great and the food is always fresh. The chicken enchiladas are delicious. The staff is very friendly and welcoming. The restaurant is located in the heart of downtown. The only thing I would change is that the tortilla is a little too,"The service is great. The food is always fresh. The chicken enchiladas are delicious. The staff is very friendly and helpful. The only thing I don't like about this place is that it's a little pricey for what you get. However, the food makes up for it"
98,-R2kwt0qMnzwEdAfXPvkXg,"summarize: late food,good host,must try dosas,Extensive vegetarian menu,Generous portions,attentive service,super reasonable prices, Best Indian,recommend chana batura,humble surroundings,fine food,really good chef,Authentic udipi style,Authentic south Indian cafe,best dosa",this is one of the best indian restaurants in the city. the food is really good and the prices are reasonable. the service is super attentive and the chef is super attentive. the menu is extensive and prices are reasonable for the quality and quantity of food you get. i highly recommend this place if you're looking for authentic," This place is the place to go if you want to taste good authentic Indian food.  Although it can be crowded at times, the wait is worth it.  Its really the place to go if you want to try a menu that has tons of vegetarian options.  The chana batura is delicious.  As an appetizer, you can't go wrong with the potatoe bonda!  I highly recommend this place. ",0.372093023255814,0.07874015748031495,0.248062015503876,I've been here twice and both times the food was late and the host was good. The first time I went I had the samosas and the tandoori chicken. Both were delicious. The second time I had a sambar and a side of ,I've been here a few times and have never been disappointed. The food is usually late and the service is usually good. The owner is a good host and always greets you with a smile. The prices are super reasonable for the amount of food you get. The chana masala
99,7u0DEiUxTO3rAJ7C8ak46Q,"summarize: good experience,great place,so kind courteous,piercing shop,nice people,free piercings,wonderful piercer,best location,enjoyed time,$ 25 piercing,very rough with lip,swollen guy,horrible experience,stellar expierence",i had a wonderful experience at this shop. the shop is nice and clean and the people were very kind and helpful. i had an appointment and they were able to get me in and out in less than an hour. i enjoyed my time and will definitely be going back to this location. the shop was wonderful and," The people here are great. They will help you pick out jewelry and piercing placements. They are very knowledgeable and will answer any questions you have, and know how to make you feel relaxed. They explain to you in detail how to take care of your new piercing to give you the best chance of success. They will also follow up with you to see how things are going and update your jewelry if needed. ",0.2388059701492537,0.045454545454545456,0.1791044776119403,I had a good experience at this shop. The staff was so friendly and helpful. The shop is great and they have a lot of people working there. The people are so nice and welcoming. They have piercings and piercers. They also have ear plugs and they,"I had a good experience here. The place is great, clean, and the people are so nice. I got a pedicure and a gel mani and pedi. The lady who did my nails was very sweet and did a great job. She was very friendly and gave me"
100,7aOaX7QASqa8ab8eAx8TEA,"summarize: very friendly and staff,very facility,quick car wash,free vacuums,great job car wash,friendliness staff,great concept,good man owner,prime location,Great wash,quality wash,higher priced washes,full service experience,near perfect equipment",i had a great experience with this car wash today. the staff was very friendly and the service was quick. the car wash was quick and the wash was great. the location is very clean and the staff is very friendly. the car is free and the price is comparable to other car washes in the area. the wash, They offer the best service for the price. The owner is a really nice guy who listens to your needs and will take care of any issues you have. Overall a great environment and service you can trust to get your car looking clean and beautiful again. ,0.2641509433962264,0.05769230769230769,0.169811320754717,I have been coming here for a few years now. The staff is very friendly and the facility is very clean. The only thing I would change is the free vacuums. The car wash is a great job. The owner is able to get you in and out in a timely manner. The,The staff is very friendly and helpful. The facility is very clean and comfortable. They have a great selection of cars. The car wash is also very clean. There is a lot of free vacuums for the car wash. The owner and his wife are a good man. The place has a
101,4HoCAPiFH2BFznYxGR7sjQ,"summarize: lovely nails,Great service,great guy,great personality,family owned,great prices,friendly staff,beautiful unique colors,reasonably priced,fav nail place",this is a great place to get your nails done. the staff is friendly and the service is great. the prices are reasonably priced and they have a lovely selection of colors to choose from. they also have a great selection of gel polish and gel polish. the place is beautiful and the staff are friendly., The service here is hit or miss. Sometimes you get a good tech and they do an awesome job. Sometimes you get one that's not so great and the nails come off or break. There are a large variety of polish colors to choose form an the prices are fairly reasonable. They offer nail services as well as waxing. ,0.3448275862068965,0.10526315789473684,0.1896551724137931,I have been coming here for a few years now. I have never had a bad experience. I've had pedis and pedicures and they are all great. I always get gel manicures and peach pedicure. They are always very nice and they do a great job,"I've been coming here for a few years now and have never been disappointed. Great service, great nails, great personality, and a lot of fun to talk to. The prices are great and the staff is friendly. I'm always greeted with a smile when I walk in."
102,5ts_r4K6y103zNXt0k6nEg,"summarize: great place,amazing food,pretty good service,fair price,great Patio seating,awesome Waiters,middle of the road Food,huge Fiesta platter,good value,plenty of food,thin chips,delicious street tacos,quite satisfied meals,Pretty decent prices,amazing experience",this is a pretty good place to grab a quick bite to eat. the food is amazing and the service is great. the portions are huge and the price is fair for the quality of the food you get. the chips and salsa are pretty good too. the prices are fair and the food comes out pretty quickly. the," The servers are kind and knowledgeable, they will patiently answer your questions. They offer patio seating if you'd prefer to sit outside. The free chips and salsa are always a plus, and the margaritas are amazing too. The menu is full tasty authentic Mexican dishes. ",0.2857142857142857,0.07766990291262138,0.19047619047619047,This place is great. The food is amazing. The service is also great. They have a lot of options for vegetarians. The price is fair. The only thing I would change is that they don't have ice cream. I'm not a fan of the ice tea. I,This place is great. The food is amazing. The service is also very good. The price is fair. You get a lot of food for what you pay. It's a little pricey but it's worth it. I'm not a huge fan of the guacam
103,5AzGqv0jjRMXrcRIE1zCvg,"summarize: Cheap drinks, Greatest dive,great spot,Local dive bar experience,Authentic Phoenix experience,Decent prices,Clean bathroom,variety of seating options,local bar,friendly people,no frills except pool table,AWESOME sliding,Great hire,awesome bar staff,stiff pours",this is one of my favorite dive bars in the area. the staff is friendly and the environment is awesome. the bar is clean and has a great variety of games to choose from. the music is awesome and the drinks are cheap. the prices are cheap and the bar area is clean with a decent amount of seating," The drinks here are well priced, especially during happy hour. There is a large variety or regulars from various backgrounds and ages. Great place to meet new people. The staff  are great they provide a nice judgement free environment and they aren't stingy on the pours. ",0.28301886792452835,0.038461538461538464,0.169811320754717,Cheap drinks and food. Greatest dive in the city. A great spot to hang out with friends or just hang out. They have a variety of drinks and a lot of TVs. They also have karaoke. They offer a kareoke night. They even have,"Cheap drinks and food. Greatest dive in the area. A great spot to hang out with friends and have a drink. The prices aren't too bad either. I'm not a big fan of the food, but it's a good choice for a casual night out."
104,2QznyHGF0PuiYkrl5RU66A,"summarize: amazing Food,great service,best torta spots,good bread,fresh waters,fresh Everything,amazing shakes,very clean and organized place,loved food,superior service,very place,great waitress,tucked away restaurant,authentic Mexican restaurant,Absolutely amazing Mexican",this is the best mexican restaurant i have ever been to. the food is very fresh and the service is amazing. i loved this place. the waitress was very friendly and the place was very clean and well kept. the restaurant is clean and the food was great. i had the carne asada tacos and they were absolutely amazing.," Oh wow, this place is amazing. Food here is way above what you'd expect. It's not in the biggest area with foot traffic, so it's a bit hidden, but you know what they say, hidden gems are the best. Service was friendly, quick and when they came out with the delicious food, it was overall a great experience. Definitely love this place and you gotta try the tacos, they are delicious. ",0.3157894736842105,0.03053435114503817,0.2105263157894737,Food was amazing and service was great. The best torta spots I've ever been to. The bread was good and the guacamole was so good. The gucacamoles and shakes were amazing. The place is very clean and the waitress was great and the food,Food is amazing and the service is great. The best torta spots I've ever been to. The bread is so good that it's a must try. Everything is fresh and the shakes are fresh. The place is very clean and the waitress is great!
105,4DVqziHGABcYUUw_E36c5g,"summarize: amazing shark tank,great time,$ 5 Parking,small place,basic aquarium,enjoy family friendly,really cool building,always fascinating sharks,Costumed staff,nice assortment of souvenirs,well done exhibits,extremely friendly staff,smaller crowds,nice little aquarium,not at par aquariums",this is a nice little museum in the heart of las vegas. the staff is extremely friendly and helpful. the building is a little small but it is well worth it. there are a lot of places to sit down and enjoy your time. there is a lot to choose from and you can get a lot for your," The staff here are friendly, engaging, and knowledgeable. It's a bit expensive but the exhibits are well done, and there are chances to interact with some of the animals. You can feed the stings rays, and touch them too! The sharks can swim right over the top of you via an overhead tunnel, it's a great view. If you want more informative experience you can pay for a tour. ",0.3384615384615385,0.03125,0.2153846153846154,I love this place. The shark tank is amazing. I've been here twice and both times I had a great time. Parking is a little steep but it's worth it. The place is small and has a lot of people. The aquarium is also a nice addition to the area,"The shark tank is amazing. It's a great time. Parking can be a bit of a pain, but it's worth it. The place is small, so be prepared to wait a little bit for a table. There's also a nice assortment of souvenirs and"
106,06Vts51gZrtBnFMs6sBPbA,"summarize: Fast and easy process,Excellent doctor,excellent team members,recommend clinic,great service,questionable billing practices,plenty reviews,Clean office,inviting environment,very sweet and organized staff,Very friendly and informative team,very handy prescription",i have been to this location a couple of times and have had excellent experiences. the office is very clean and the staff is very friendly and easy to work with. the team is very easy to talk to. i would recommend this office to anyone who is looking for excellent care and excellent service.," This doctor is great at providing some professional care and has a helpful team as well. The team works hard to make sure that you feel comfortable and understands how some people have some initial reservations and fears about going to doctors. The office is also extremely clean, which just shows how much they care about making sure they provide the best care possible. ",0.3025210084033613,0.08547008547008546,0.18487394957983194,"Fast, easy process. Excellent doctor and excellent team members. I'm a patient of Dr. Sharma and she is the best. She is very thorough and thorough. She's very knowledgeable and makes you feel comfortable. She has a great sense of humor and is very knowledgeable. She also has ","Fast, easy process. Excellent doctor and excellent team members. I've been coming here for a few years now and have never had a bad experience. The staff is so friendly and helpful. The clinic is located in the heart of the city and has great customer service. They have a"
107,1TTQ41NqKks69GltQSQNIA,"summarize: Worst buffet,cold dish,busy place,quite nice building,pretty big place,enjoying drinks,older crowd,great Bars,cheap gambling,good casino,clean rooms,great price,overwhelming smoke,well priced Breakfast,far away from place",this is one of the worst restaurants i've ever stayed at. the place is nice and clean and the bathrooms are pretty well priced for the price you pay. the rooms are well priced and they have a lot of different rooms to choose from. it is a great place to go if you are in the mood for," Hit or miss. It's a casino, so it stinks of smoke.  Buffet is kinda bad and way overpriced for what you get, which isn't that great to begin with. Rooms here are clean if you're staying in the hotel but they aren't fancy or anything. I think there are better things to spend on. Not saying it's bad, just not great. ",0.3015873015873016,0.03225806451612903,0.1746031746031746,Worst buffet I've ever been to. I'm not a fan of buffets but this place is a joke. I was a little hesitant to try this place because it was so close to my house. I had the fried chicken and my friend had the chicken fried,"Worst buffet I've ever been to. I'm not a big fan of buffets, but this place is a joke. The food isn't that great, but it's not bad either. The place has a good vibe, but the food and drinks are cold"
108,0TYd9CxJMqaqO6svyWym6A,"summarize: Best shawarma place,huge portions,great Combos,amazing place,Authentic flavour,value sized portions,Excellent shawarma,great flavours,big Poutine,best shwarma place,Very fast service,amazing taste of,very fresh ingredients,very quick staff,very moist and flavourful chicken",this place is the best shawarma place i've ever been to in my life. the portions are huge and the flavours are very flavourful and the value is amazing. the service is excellent and the staff is very quick to make sure you are taken care of. i had the chicken shawarma and it was amazing! the portions were," Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here. ",0.19672131147540986,0.01666666666666667,0.14754098360655735,Best shawarma place in town. The portions are huge. The Combos are great. The shawarm is a great way to start the meal. The fries are so good. The sauce is so good and the sauce is soooo good. I'm not a big fan of,Best shawarma place I've ever been to. The portions are huge and you get a lot of food for the price. The Combos are great too. I'm a big fan of the hummus and baba ghanoush. The babaganoush
109,5mu4SWwVTgNUXw0lWLaoZw,"summarize: Great customer,Terrible service,love shopping,always clean store,really friendly staff,big location,great location,great experience,helpful salespeople,amazing selection,out of control busy shoe section,helpful salespeople,busiest shoe store,very helpfull salespersons,nice Everyone",i love this store! the store is always clean and the staff is very helpful and friendly. they have a great selection of items and the store itself is really clean. the store has a great location and is always clean. the customer service is terrible and everyone is very helpful. i have never had a bad experience with," This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy. ",0.30344827586206896,0.04195804195804195,0.20689655172413796,Great customer service. I love the new location. I'm a fan of the new store. The store is always clean and the staff is really friendly. The location is big and clean. The salespeople are helpful and helpful. I have been coming here for years and I've never had a,Great customer service. I love shopping here. The store is always clean and the staff is really friendly. The prices aren't bad either. The location is big and has a great location. The salespeople are helpful. The selection is amazing. I've never had a bad experience here.
110,3bVc_IDRyAXpg__qkEEXyw,"summarize: best food,loved kale Cesar,nice place,adorable casual chic ambiance,sweetest staff,super Service,watered down smoothie,a their lunch,huge roll,flavourful roll,fresh salad,filling meal,requested nut free Raw food,incredibly tasty healthy dinner,delicious food",this is the best place to go for a healthy meal. the food is delicious and the service is super nice. the staff is super nice and the ambiance is super casual and the food comes out fresh and delicious! i had the salmon salad and it was the perfect amount of food for the price. i had a, It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day. ,0.1956521739130435,0.06666666666666668,0.15217391304347827,I've been here twice and both times I'm not disappointed. The food is the best I'd ever had. I love the kale salad and the hummus. The humus is so good. The place is nice and clean. The staff is the sweetest. The atmosphere,"This is the best food I've had in a long time. I love the kale salad. It's a nice place to eat. The staff is the sweetest. They have a great selection of food. I'm not a huge fan of the salad, but"
111,309bnXTHirKMU6wz1HwRjQ,"summarize: really happy with service,pretty consistent food,Very good Buffalo burger,Fairly decent value,pretty good staff,pleasantly surprised place,messy buffalo burger,rocked Pretzel bun,very bar,poor set up- weekends,SUCK Bartenders,better place,Amazing lunches,right priced,Reasonably priced menu",this place is pretty good. the service is pretty good and the bartenders are very nice. the food is standard bar fare but the burgers are really good. i had the burger and it was really good. the burger was pretty good but the fries were a little on the dry side. the burger came with a side of," This place is pretty cool!  Its a great sports bar with food that will fill you up completely.  Its nothing fancy, but that's okay because the food is flavorful and delicious.  I had the buffalo burger and could barely move when I was done I was so full! ",0.2962962962962963,0.11320754716981132,0.2037037037037037,I've been here a few times and have always been really happy with the service. The food is usually pretty consistent and the staff is always very friendly and helpful. I'm a big fan of the burgers and the fried chicken. The burger is a little on the dry,I've been here a few times and have always been really happy with the service. The food is usually pretty consistent. Very good Buffalo burger. It's a little on the pricey side for what you get but it's worth it. The staff is also very friendly and helpful.
112,HmcLntfpgbvYeLOvlhOwil,"summarize: delicious food,hearty meal,extremely friendly staff,fast food,very reasonable price,decently priced,favorite sushirrito,fresh Everything,becoming Sushi,four out of five star place,fewer options,less compelling flavors,a bit smaller burritos,strong jalape̱o,small meal",this is one of my favorite sushi places in the area. the food is very fresh and the flavors are plentiful. the staff is extremely friendly and the price is a bit high for the quality of the food you get. the menu is a little pricey but worth it for the amount of food you get and the," If you are hungry and in need of a sushi burrito spot, this is the place to go.  You can actually choose from a sushi burrito or a poke bowl.  They definitely make sure you are full when you leave because each option is loaded with tons of rice.  Every option is filled with many unique flavors that will have leave the place with a full stomach. ",0.25396825396825395,0.01612903225806452,0.14285714285714288,"I've been here twice and both times the food was delicious. The staff is extremely friendly and the food comes out fast. The price is very reasonable. I'm not a huge fan of the fried rice, but the steamed rice is my favorite. The sashimi is so",The food is delicious. The staff is extremely friendly. The food comes out fast. The price is very reasonable. It's a little pricey but you get what you pay for. I'm a big fan of the teriyaki chicken. It comes with a side of rice
113,PTOkxqHTfjGKWaywQZcBLX,"summarize: included packing materials,dangerous packing,recommend moving,great experience,wonderful crew,great furniture,antique bookcase,appreciated care",we had a great experience with this company. the crew was so nice and helpful. we were in and out in less than an hour and they were able to accommodate us with the right amount of time. they were very accommodating and made sure we were taken care of quickly and were happy with our purchase. we would," Taurus is a pretty good moving company.  I had tons of stuff in my apartment and they helped me get everything out in a couple of hours.  They were a big help.  It was a little annoying that they didn't answer my first online inquiry, but they ended up responding after I called and I'm happy they did. ",0.2016806722689076,0.034188034188034185,0.16806722689075632,I have been going to this place for years. I have never had a bad experience. The staff is so friendly and the packing materials are included. The packing is so much easier than the other places I have used. The only thing I would change is that the packing isn't as big as I,"I've been coming here for a few years now and have never had a bad experience. They have a great selection of items, including a variety of items. I'm a big fan of the burgers and fries. They are a little on the pricey side,"
114,tllXdfvXTeNEwcAQxRxCCq,"summarize: Amazing pizza,AMAZING deep dish pizza,free sauce,so fresh everything,grilled meat toppings,favourite cheese blend,hardly any lunch,cooked well crust,love garlic sauce,reasonable prices,exeptional service,Amazing ingredients,killer Garlic bowl,incredibly filling baby size,epic wall",i love this place! the service is amazing and the pizza is amazing. the crust is so fresh and the toppings are amazing. the pizza crust is amazing. i love the thin crust and the sauce is amazing. their prices are extremely reasonable for the amount of food you get. i have never had a bad meal here. i," I've gotta say, their pizza is absolutely amazing. I can't really fault anything about this place. Their deep dish pizza is awesome. All I can say is that while their pizza sizes, especially deep dish might look small, it does not disappoint on flavor and filling. They really are deep dish. They also have a Halal option which is impressive as far as pizza places. The employees here and friendly and really nice. Service is top notch. ",0.3188405797101449,0.05882352941176471,0.17391304347826084,Amazing pizza! I've been here twice and both times I'm not disappointed. The deep dish pizza is AMAZING! The sauce is free and the meat is so fresh. The sauces are so good. The cheese is so soft and the sauce is so good! The garlic sauce is a definite,"Amazing pizza! The deep dish pizza is AMAZING! The sauce is free and the toppings are so good! The only thing I would change is that they don't have a lot of toppings to choose from. I'm not a huge fan of the sauces, but they're still"
115,0ihQJhd_-nUP1p01NBDjLQ,"summarize: good hummus,liked place,little spicy jalapeno,nice pita chips,very delicious chicken,super clean location,top notch food,on point flavors,dog friendly patio,paper thin gyro meat,odd rice,really cool owner,really bad Mediterranean gyro,bad Lettuce,lots of oil",this is a really nice little place in the middle of a strip mall. the inside is very clean and the staff are friendly. the food is really good. i had the greek salad with gyro and it was really good. the hummus was on point and the meat was a little on the dry side but it was," Like most places, when this first opened it was excellent. Slowly though it has been going downhill and quality has been getting worse. The gyro meat doesn't seem fresh and kind of weird looking. I'd say avoid the gyros because they are pretty bad, but their other food is pretty good. Service is ok too. I was a little disappointed because I expected better from a family run business. ",0.2923076923076923,0.03125,0.15384615384615385,I've been here twice and both times I liked it. The first time I had the hummus and it was good. The second time I got the gyro and it came with a side of fries. The other time I ordered the tzatziki and it had,The hummus was good. I liked the place a lot. The pita chips were a little spicy for my taste. The chicken was also very delicious. The location is super clean and the food is top notch. The only thing I didn't like was the gyro
116,6I27BTuHI5PMvOBG4WS8NQ,"summarize: good food,excellent Service,unseasoned fried eggplant,bland sauce,not recommend place,slightly above average Food,not like pizzas,nice wines,nice touch Candle light,substandard Italian,over cooked Veal,not worth Bread,Better Italian,Love restaurant,best ravioli","i love this place. the food is not as good as it used to be, but the service is above average and the food was not up to par. i had the italian sausage and it was not the best i have ever had. my wife had the lasagna and it had a nice kick to it. i had"," Although the food is a little pricey, it's a cute little restaurant with a good ambiance. Their food is good, not fantastic, and the restaurant has an upbeat atmosphere. As a plus, they also have good service and the restaurant is pretty consistent in terms of quality and service. ",0.3119266055045872,0.05607476635514018,0.20183486238532108,The food is good. Service is excellent. The fried eggplant is unseasoned and the sauce is bland. I would not recommend this place. The sauce is a little too salty for my taste. The meat isn't that great. The bread isnt the best. The wines are,The food was good. Service was excellent. The fried eggplant was unseasoned and the sauce was bland. I would not recommend this place. The sauce was a little too salty for my taste. The wine and wines were nice. The Veal was over cooked and lacked flavor.
117,1rebduwtmrHQhl32djRS7A,"summarize: recommend place,amazing sesame bread,huge sandwich,family run establishment,sandwiches best,firm taste,older quaint building,nice restaurant,friendliest staff,best Italian subs,inexpensive sandwiches,great meats,bread great toasted,friendly staff,great service",this is one of the best sandwiches i have ever had. the bread is amazing and the bread and bread is great. the staff is friendly and the service is great. i would recommend this place to anyone who is looking for a great italian family owned establishment. they have a huge variety of sandwiches to choose from and," The food here is fantastic, easily the best sub sandwiches in the Arizona area. The staff are extremely friendly and will always go above and beyond in creating a delicious sandwich for you. The shop is local and family run, so I definitely choose it over a lot of the large national chains that are all around town. You will not be let down by the great food that they make here! ",0.33587786259541985,0.04651162790697674,0.2137404580152672,I've been to this place twice and I'm glad I did. I'd recommend this place to anyone. The first time I went I had the sandwich and it was amazing. The second time I got the grilled cheese and the roasted swiss. The,I highly recommend this place. The sesame bread is amazing. It's a huge sandwich with a generous amount of meat. I'm not a big meat eater but I've never had a bad sandwich here. The staff is the friendliest and nicest. The restaurant
118,5QNXZcclknB2PkfeN7FJWQ,"summarize: great service,love place,delicious hush puppies,fresh water fish,Amazing food,on point Greens,bomb with honey butter hushpuppy,ok Gator bites,I loved,great decor,best collard greens,perfect crab legs,cooked perfectly all you can,great experience,nice touch salad bar",we loved this place! the decor is great and the decor was awesome. the service was just right. the food was fresh and delicious. i had the fish and chips which were the best i have ever had. my husband had the crab and i loved it. the crab legs were perfectly cooked and the crab was cooked perfectly., Yummy and delicious catfish. You gotta try it. Friendly staff and service is good too. You can tell they know their seafood and how to prepare and cook it to perfection. The staff also answered any questions I had. The Hush Puppies are tasty too. ,0.2307692307692308,0.0392156862745098,0.15384615384615385,"I love this place, great service, and the food is so good. I love the hush puppies and the fried rice. The huluuuuge horchata is sooo good. The water is so fresh and the water is a tad too",I love this place. The service is great. The hush puppies are delicious. I love the freshness of the food. They have a lot of options to choose from. The only thing I would change is that they don't give you a ton of food for the price. The
